Bin,month_order,month_name,day_of_week_no,day_of_week_name,rideable_type,member_casual,rides
25,5,February,5,Friday,docked_bike,member,9
1,5,February,5,Friday,electric_bike,casual,498
2,5,February,5,Friday,electric_bike,casual,10
4,5,February,5,Friday,electric_bike,casual,1
1,5,February,5,Friday,electric_bike,member,1753
2,5,February,5,Friday,electric_bike,member,19
3,5,February,5,Friday,electric_bike,member,4
4,5,February,5,Friday,electric_bike,member,4
1,5,February,6,Saturday,docked_bike,casual,2231
2,5,February,6,Saturday,docked_bike,casual,264
3,5,February,6,Saturday,docked_bike,casual,47
4,5,February,6,Saturday,docked_bike,casual,14
5,5,February,6,Saturday,docked_bike,casual,8
6,5,February,6,Saturday,docked_bike,casual,6
7,5,February,6,Saturday,docked_bike,casual,1
8,5,February,6,Saturday,docked_bike,casual,1
9,5,February,6,Saturday,docked_bike,casual,1
12,5,February,6,Saturday,docked_bike,casual,1
15,5,February,6,Saturday,docked_bike,casual,2
16,5,February,6,Saturday,docked_bike,casual,1
18,5,February,6,Saturday,docked_bike,casual,2
19,5,February,6,Saturday,docked_bike,casual,2
20,5,February,6,Saturday,docked_bike,casual,1
22,5,February,6,Saturday,docked_bike,casual,4
23,5,February,6,Saturday,docked_bike,casual,1
24,5,February,6,Saturday,docked_bike,casual,2
25,5,February,6,Saturday,docked_bike,casual,18
1,5,February,6,Saturday,docked_bike,member,4663
2,5,February,6,Saturday,docked_bike,member,56
3,5,February,6,Saturday,docked_bike,member,1
4,5,February,6,Saturday,docked_bike,member,6
5,5,February,6,Saturday,docked_bike,member,5
7,5,February,6,Saturday,docked_bike,member,1
8,5,February,6,Saturday,docked_bike,member,1
13,5,February,6,Saturday,docked_bike,member,1
14,5,February,6,Saturday,docked_bike,member,1
17,5,February,6,Saturday,docked_bike,member,2
18,5,February,6,Saturday,docked_bike,member,1
19,5,February,6,Saturday,docked_bike,member,1
25,5,February,6,Saturday,docked_bike,member,9
1,5,February,6,Saturday,electric_bike,casual,787
2,5,February,6,Saturday,electric_bike,casual,59
3,5,February,6,Saturday,electric_bike,casual,3
1,5,February,6,Saturday,electric_bike,member,1657
2,5,February,6,Saturday,electric_bike,member,24
3,5,February,6,Saturday,electric_bike,member,5
4,5,February,6,Saturday,electric_bike,member,4
5,5,February,6,Saturday,electric_bike,member,1
8,5,February,6,Saturday,electric_bike,member,1
1,5,February,7,Sunday,docked_bike,casual,858
2,5,February,7,Sunday,docked_bike,casual,81
3,5,February,7,Sunday,docked_bike,casual,18
4,5,February,7,Sunday,docked_bike,casual,7
5,5,February,7,Sunday,docked_bike,casual,3
6,5,February,7,Sunday,docked_bike,casual,2
8,5,February,7,Sunday,docked_bike,casual,1
9,5,February,7,Sunday,docked_bike,casual,1
12,5,February,7,Sunday,docked_bike,casual,3
13,5,February,7,Sunday,docked_bike,casual,1
24,5,February,7,Sunday,docked_bike,casual,1
25,5,February,7,Sunday,docked_bike,casual,9
1,5,February,7,Sunday,docked_bike,member,3013
2,5,February,7,Sunday,docked_bike,member,17
3,5,February,7,Sunday,docked_bike,member,2
4,5,February,7,Sunday,docked_bike,member,2
5,5,February,7,Sunday,docked_bike,member,2
6,5,February,7,Sunday,docked_bike,member,1
9,5,February,7,Sunday,docked_bike,member,2
10,5,February,7,Sunday,docked_bike,member,1
12,5,February,7,Sunday,docked_bike,member,1
15,5,February,7,Sunday,docked_bike,member,1
19,5,February,7,Sunday,docked_bike,member,1
20,5,February,7,Sunday,docked_bike,member,2
21,5,February,7,Sunday,docked_bike,member,2
23,5,February,7,Sunday,docked_bike,member,1
25,5,February,7,Sunday,docked_bike,member,10
1,5,February,7,Sunday,electric_bike,casual,380
2,5,February,7,Sunday,electric_bike,casual,15
3,5,February,7,Sunday,electric_bike,casual,1
4,5,February,7,Sunday,electric_bike,casual,1
1,5,February,7,Sunday,electric_bike,member,874
2,5,February,7,Sunday,electric_bike,member,11
3,5,February,7,Sunday,electric_bike,member,4
4,5,February,7,Sunday,electric_bike,member,2
5,5,February,7,Sunday,electric_bike,member,2
1,6,March,1,Monday,docked_bike,casual,7307
2,6,March,1,Monday,docked_bike,casual,1057
3,6,March,1,Monday,docked_bike,casual,207
4,6,March,1,Monday,docked_bike,casual,42
5,6,March,1,Monday,docked_bike,casual,14
6,6,March,1,Monday,docked_bike,casual,5
7,6,March,1,Monday,docked_bike,casual,3
8,6,March,1,Monday,docked_bike,casual,3
9,6,March,1,Monday,docked_bike,casual,1
10,6,March,1,Monday,docked_bike,casual,2
11,6,March,1,Monday,docked_bike,casual,5
12,6,March,1,Monday,docked_bike,casual,5
13,6,March,1,Monday,docked_bike,casual,1
14,6,March,1,Monday,docked_bike,casual,1
15,6,March,1,Monday,docked_bike,casual,3
16,6,March,1,Monday,docked_bike,casual,3
17,6,March,1,Monday,docked_bike,casual,2
18,6,March,1,Monday,docked_bike,casual,2
19,6,March,1,Monday,docked_bike,casual,5
20,6,March,1,Monday,docked_bike,casual,3
21,6,March,1,Monday,docked_bike,casual,1
22,6,March,1,Monday,docked_bike,casual,1
24,6,March,1,Monday,docked_bike,casual,1
25,6,March,1,Monday,docked_bike,casual,30
1,6,March,1,Monday,docked_bike,member,16887
2,6,March,1,Monday,docked_bike,member,101
3,6,March,1,Monday,docked_bike,member,4
4,6,March,1,Monday,docked_bike,member,7
5,6,March,1,Monday,docked_bike,member,4
6,6,March,1,Monday,docked_bike,member,1
7,6,March,1,Monday,docked_bike,member,1
11,6,March,1,Monday,docked_bike,member,1
12,6,March,1,Monday,docked_bike,member,2
15,6,March,1,Monday,docked_bike,member,1
19,6,March,1,Monday,docked_bike,member,1
23,6,March,1,Monday,docked_bike,member,1
25,6,March,1,Monday,docked_bike,member,3
1,6,March,1,Monday,electric_bike,casual,2933
2,6,March,1,Monday,electric_bike,casual,245
3,6,March,1,Monday,electric_bike,casual,21
4,6,March,1,Monday,electric_bike,casual,4
8,6,March,1,Monday,electric_bike,casual,2
1,6,March,1,Monday,electric_bike,member,5530
2,6,March,1,Monday,electric_bike,member,70
3,6,March,1,Monday,electric_bike,member,7
4,6,March,1,Monday,electric_bike,member,3
1,6,March,2,Tuesday,docked_bike,casual,6396
2,6,March,2,Tuesday,docked_bike,casual,756
3,6,March,2,Tuesday,docked_bike,casual,144
4,6,March,2,Tuesday,docked_bike,casual,44
5,6,March,2,Tuesday,docked_bike,casual,5
6,6,March,2,Tuesday,docked_bike,casual,1
8,6,March,2,Tuesday,docked_bike,casual,2
12,6,March,2,Tuesday,docked_bike,casual,1
13,6,March,2,Tuesday,docked_bike,casual,1
15,6,March,2,Tuesday,docked_bike,casual,2
16,6,March,2,Tuesday,docked_bike,casual,2
18,6,March,2,Tuesday,docked_bike,casual,5
19,6,March,2,Tuesday,docked_bike,casual,3
20,6,March,2,Tuesday,docked_bike,casual,3
21,6,March,2,Tuesday,docked_bike,casual,3
23,6,March,2,Tuesday,docked_bike,casual,1
24,6,March,2,Tuesday,docked_bike,casual,2
25,6,March,2,Tuesday,docked_bike,casual,16
1,6,March,2,Tuesday,docked_bike,member,17066
2,6,March,2,Tuesday,docked_bike,member,81
3,6,March,2,Tuesday,docked_bike,member,6
4,6,March,2,Tuesday,docked_bike,member,4
6,6,March,2,Tuesday,docked_bike,member,1
7,6,March,2,Tuesday,docked_bike,member,3
13,6,March,2,Tuesday,docked_bike,member,1
16,6,March,2,Tuesday,docked_bike,member,2
18,6,March,2,Tuesday,docked_bike,member,1
20,6,March,2,Tuesday,docked_bike,member,1
25,6,March,2,Tuesday,docked_bike,member,1
1,6,March,2,Tuesday,electric_bike,casual,2841
2,6,March,2,Tuesday,electric_bike,casual,157
3,6,March,2,Tuesday,electric_bike,casual,16
4,6,March,2,Tuesday,electric_bike,casual,3
8,6,March,2,Tuesday,electric_bike,casual,1
1,6,March,2,Tuesday,electric_bike,member,6106
2,6,March,2,Tuesday,electric_bike,member,50
3,6,March,2,Tuesday,electric_bike,member,10
4,6,March,2,Tuesday,electric_bike,member,7
5,6,March,2,Tuesday,electric_bike,member,1
6,6,March,2,Tuesday,electric_bike,member,2
1,6,March,3,Wednesday,docked_bike,casual,5243
2,6,March,3,Wednesday,docked_bike,casual,395
3,6,March,3,Wednesday,docked_bike,casual,97
4,6,March,3,Wednesday,docked_bike,casual,37
5,6,March,3,Wednesday,docked_bike,casual,14
6,6,March,3,Wednesday,docked_bike,casual,1
7,6,March,3,Wednesday,docked_bike,casual,1
9,6,March,3,Wednesday,docked_bike,casual,1
14,6,March,3,Wednesday,docked_bike,casual,2
17,6,March,3,Wednesday,docked_bike,casual,1
18,6,March,3,Wednesday,docked_bike,casual,2
19,6,March,3,Wednesday,docked_bike,casual,2
20,6,March,3,Wednesday,docked_bike,casual,1
22,6,March,3,Wednesday,docked_bike,casual,1
25,6,March,3,Wednesday,docked_bike,casual,11
1,6,March,3,Wednesday,docked_bike,member,16321
2,6,March,3,Wednesday,docked_bike,member,46
3,6,March,3,Wednesday,docked_bike,member,4
4,6,March,3,Wednesday,docked_bike,member,5
5,6,March,3,Wednesday,docked_bike,member,1
6,6,March,3,Wednesday,docked_bike,member,1
12,6,March,3,Wednesday,docked_bike,member,1
15,6,March,3,Wednesday,docked_bike,member,1
16,6,March,3,Wednesday,docked_bike,member,1
19,6,March,3,Wednesday,docked_bike,member,1
23,6,March,3,Wednesday,docked_bike,member,2
25,6,March,3,Wednesday,docked_bike,member,1
1,6,March,3,Wednesday,electric_bike,casual,2894
2,6,March,3,Wednesday,electric_bike,casual,101
3,6,March,3,Wednesday,electric_bike,casual,10
4,6,March,3,Wednesday,electric_bike,casual,1
5,6,March,3,Wednesday,electric_bike,casual,1
7,6,March,3,Wednesday,electric_bike,casual,1
1,6,March,3,Wednesday,electric_bike,member,6157
2,6,March,3,Wednesday,electric_bike,member,36
3,6,March,3,Wednesday,electric_bike,member,8
4,6,March,3,Wednesday,electric_bike,member,1
5,6,March,3,Wednesday,electric_bike,member,1
6,6,March,3,Wednesday,electric_bike,member,3
1,6,March,4,Thursday,docked_bike,casual,3411
2,6,March,4,Thursday,docked_bike,casual,207
3,6,March,4,Thursday,docked_bike,casual,42
4,6,March,4,Thursday,docked_bike,casual,12
5,6,March,4,Thursday,docked_bike,casual,2
6,6,March,4,Thursday,docked_bike,casual,1
7,6,March,4,Thursday,docked_bike,casual,2
8,6,March,4,Thursday,docked_bike,casual,4
12,6,March,4,Thursday,docked_bike,casual,1
17,6,March,4,Thursday,docked_bike,casual,1
18,6,March,4,Thursday,docked_bike,casual,2
20,6,March,4,Thursday,docked_bike,casual,1
21,6,March,4,Thursday,docked_bike,casual,3
22,6,March,4,Thursday,docked_bike,casual,1
25,6,March,4,Thursday,docked_bike,casual,8
1,6,March,4,Thursday,docked_bike,member,11583
2,6,March,4,Thursday,docked_bike,member,27
3,6,March,4,Thursday,docked_bike,member,5
4,6,March,4,Thursday,docked_bike,member,3
6,6,March,4,Thursday,docked_bike,member,1
18,6,March,4,Thursday,docked_bike,member,1
25,6,March,4,Thursday,docked_bike,member,1
1,6,March,4,Thursday,electric_bike,casual,1699
2,6,March,4,Thursday,electric_bike,casual,36
3,6,March,4,Thursday,electric_bike,casual,9
4,6,March,4,Thursday,electric_bike,casual,1
6,6,March,4,Thursday,electric_bike,casual,1
7,6,March,4,Thursday,electric_bike,casual,1
1,6,March,4,Thursday,electric_bike,member,4222
2,6,March,4,Thursday,electric_bike,member,18
3,6,March,4,Thursday,electric_bike,member,3
4,6,March,4,Thursday,electric_bike,member,2
8,6,March,4,Thursday,electric_bike,member,1
1,6,March,5,Friday,docked_bike,casual,4771
2,6,March,5,Friday,docked_bike,casual,315
3,6,March,5,Friday,docked_bike,casual,64
4,6,March,5,Friday,docked_bike,casual,29
6,6,March,5,Friday,docked_bike,casual,1
7,6,March,5,Friday,docked_bike,casual,1
8,6,March,5,Friday,docked_bike,casual,2
9,6,March,5,Friday,docked_bike,casual,1
10,6,March,5,Friday,docked_bike,casual,2
11,6,March,5,Friday,docked_bike,casual,2
12,6,March,5,Friday,docked_bike,casual,5
13,6,March,5,Friday,docked_bike,casual,3
14,6,March,5,Friday,docked_bike,casual,1
15,6,March,5,Friday,docked_bike,casual,1
16,6,March,5,Friday,docked_bike,casual,3
18,6,March,5,Friday,docked_bike,casual,1
19,6,March,5,Friday,docked_bike,casual,1
20,6,March,5,Friday,docked_bike,casual,1
21,6,March,5,Friday,docked_bike,casual,3
25,6,March,5,Friday,docked_bike,casual,9
1,6,March,5,Friday,docked_bike,member,12957
2,6,March,5,Friday,docked_bike,member,48
3,6,March,5,Friday,docked_bike,member,5
4,6,March,5,Friday,docked_bike,member,3
6,6,March,5,Friday,docked_bike,member,2
7,6,March,5,Friday,docked_bike,member,1
8,6,March,5,Friday,docked_bike,member,1
12,6,March,5,Friday,docked_bike,member,1
13,6,March,5,Friday,docked_bike,member,1
14,6,March,5,Friday,docked_bike,member,1
15,6,March,5,Friday,docked_bike,member,1
21,6,March,5,Friday,docked_bike,member,1
1,6,March,5,Friday,electric_bike,casual,2415
2,6,March,5,Friday,electric_bike,casual,87
3,6,March,5,Friday,electric_bike,casual,10
4,6,March,5,Friday,electric_bike,casual,3
6,6,March,5,Friday,electric_bike,casual,1
8,6,March,5,Friday,electric_bike,casual,1
1,6,March,5,Friday,electric_bike,member,4678
2,6,March,5,Friday,electric_bike,member,28
3,6,March,5,Friday,electric_bike,member,8
4,6,March,5,Friday,electric_bike,member,5
5,6,March,5,Friday,electric_bike,member,1
1,6,March,6,Saturday,docked_bike,casual,14384
2,6,March,6,Saturday,docked_bike,casual,1808
3,6,March,6,Saturday,docked_bike,casual,330
4,6,March,6,Saturday,docked_bike,casual,83
5,6,March,6,Saturday,docked_bike,casual,18
6,6,March,6,Saturday,docked_bike,casual,12
7,6,March,6,Saturday,docked_bike,casual,10
8,6,March,6,Saturday,docked_bike,casual,3
9,6,March,6,Saturday,docked_bike,casual,2
10,6,March,6,Saturday,docked_bike,casual,8
11,6,March,6,Saturday,docked_bike,casual,7
12,6,March,6,Saturday,docked_bike,casual,10
13,6,March,6,Saturday,docked_bike,casual,3
14,6,March,6,Saturday,docked_bike,casual,2
15,6,March,6,Saturday,docked_bike,casual,6
16,6,March,6,Saturday,docked_bike,casual,1
17,6,March,6,Saturday,docked_bike,casual,1
18,6,March,6,Saturday,docked_bike,casual,2
19,6,March,6,Saturday,docked_bike,casual,2
20,6,March,6,Saturday,docked_bike,casual,2
21,6,March,6,Saturday,docked_bike,casual,5
22,6,March,6,Saturday,docked_bike,casual,4
23,6,March,6,Saturday,docked_bike,casual,4
24,6,March,6,Saturday,docked_bike,casual,4
25,6,March,6,Saturday,docked_bike,casual,49
1,6,March,6,Saturday,docked_bike,member,16987
2,6,March,6,Saturday,docked_bike,member,133
3,6,March,6,Saturday,docked_bike,member,16
4,6,March,6,Saturday,docked_bike,member,4
5,6,March,6,Saturday,docked_bike,member,3
6,6,March,6,Saturday,docked_bike,member,1
7,6,March,6,Saturday,docked_bike,member,1
8,6,March,6,Saturday,docked_bike,member,1
10,6,March,6,Saturday,docked_bike,member,1
11,6,March,6,Saturday,docked_bike,member,2
12,6,March,6,Saturday,docked_bike,member,3
15,6,March,6,Saturday,docked_bike,member,1
18,6,March,6,Saturday,docked_bike,member,1
21,6,March,6,Saturday,docked_bike,member,2
22,6,March,6,Saturday,docked_bike,member,1
24,6,March,6,Saturday,docked_bike,member,1
25,6,March,6,Saturday,docked_bike,member,2
1,6,March,6,Saturday,electric_bike,casual,4834
2,6,March,6,Saturday,electric_bike,casual,358
3,6,March,6,Saturday,electric_bike,casual,22
4,6,March,6,Saturday,electric_bike,casual,2
5,6,March,6,Saturday,electric_bike,casual,3
6,6,March,6,Saturday,electric_bike,casual,2
7,6,March,6,Saturday,electric_bike,casual,1
8,6,March,6,Saturday,electric_bike,casual,2
1,6,March,6,Saturday,electric_bike,member,5672
2,6,March,6,Saturday,electric_bike,member,72
3,6,March,6,Saturday,electric_bike,member,7
4,6,March,6,Saturday,electric_bike,member,8
7,6,March,6,Saturday,electric_bike,member,1
8,6,March,6,Saturday,electric_bike,member,2
1,6,March,7,Sunday,docked_bike,casual,10947
2,6,March,7,Sunday,docked_bike,casual,1815
3,6,March,7,Sunday,docked_bike,casual,389
4,6,March,7,Sunday,docked_bike,casual,119
5,6,March,7,Sunday,docked_bike,casual,19
6,6,March,7,Sunday,docked_bike,casual,6
7,6,March,7,Sunday,docked_bike,casual,7
8,6,March,7,Sunday,docked_bike,casual,5
9,6,March,7,Sunday,docked_bike,casual,2
10,6,March,7,Sunday,docked_bike,casual,1
11,6,March,7,Sunday,docked_bike,casual,3
12,6,March,7,Sunday,docked_bike,casual,6
13,6,March,7,Sunday,docked_bike,casual,3
14,6,March,7,Sunday,docked_bike,casual,2
16,6,March,7,Sunday,docked_bike,casual,1
17,6,March,7,Sunday,docked_bike,casual,3
18,6,March,7,Sunday,docked_bike,casual,1
19,6,March,7,Sunday,docked_bike,casual,3
20,6,March,7,Sunday,docked_bike,casual,5
21,6,March,7,Sunday,docked_bike,casual,5
22,6,March,7,Sunday,docked_bike,casual,9
23,6,March,7,Sunday,docked_bike,casual,2
24,6,March,7,Sunday,docked_bike,casual,4
25,6,March,7,Sunday,docked_bike,casual,29
1,6,March,7,Sunday,docked_bike,member,13616
2,6,March,7,Sunday,docked_bike,member,129
3,6,March,7,Sunday,docked_bike,member,21
4,6,March,7,Sunday,docked_bike,member,6
5,6,March,7,Sunday,docked_bike,member,1
7,6,March,7,Sunday,docked_bike,member,2
11,6,March,7,Sunday,docked_bike,member,1
12,6,March,7,Sunday,docked_bike,member,1
13,6,March,7,Sunday,docked_bike,member,2
15,6,March,7,Sunday,docked_bike,member,2
25,6,March,7,Sunday,docked_bike,member,2
1,6,March,7,Sunday,electric_bike,casual,3441
2,6,March,7,Sunday,electric_bike,casual,373
3,6,March,7,Sunday,electric_bike,casual,25
4,6,March,7,Sunday,electric_bike,casual,4
5,6,March,7,Sunday,electric_bike,casual,2
8,6,March,7,Sunday,electric_bike,casual,2
1,6,March,7,Sunday,electric_bike,member,4249
2,6,March,7,Sunday,electric_bike,member,71
3,6,March,7,Sunday,electric_bike,member,10
4,6,March,7,Sunday,electric_bike,member,3
5,6,March,7,Sunday,electric_bike,member,1
6,6,March,7,Sunday,electric_bike,member,2
8,6,March,7,Sunday,electric_bike,member,1
1,7,April,1,Monday,docked_bike,casual,9511
2,7,April,1,Monday,docked_bike,casual,1157
3,7,April,1,Monday,docked_bike,casual,242
4,7,April,1,Monday,docked_bike,casual,59
5,7,April,1,Monday,docked_bike,casual,25
6,7,April,1,Monday,docked_bike,casual,10
7,7,April,1,Monday,docked_bike,casual,2
8,7,April,1,Monday,docked_bike,casual,5
9,7,April,1,Monday,docked_bike,casual,3
10,7,April,1,Monday,docked_bike,casual,2
11,7,April,1,Monday,docked_bike,casual,3
12,7,April,1,Monday,docked_bike,casual,9
13,7,April,1,Monday,docked_bike,casual,5
14,7,April,1,Monday,docked_bike,casual,3
15,7,April,1,Monday,docked_bike,casual,2
16,7,April,1,Monday,docked_bike,casual,4
17,7,April,1,Monday,docked_bike,casual,4
18,7,April,1,Monday,docked_bike,casual,2
19,7,April,1,Monday,docked_bike,casual,3
20,7,April,1,Monday,docked_bike,casual,1
21,7,April,1,Monday,docked_bike,casual,1
23,7,April,1,Monday,docked_bike,casual,2
24,7,April,1,Monday,docked_bike,casual,3
25,7,April,1,Monday,docked_bike,casual,28
1,7,April,1,Monday,docked_bike,member,19945
2,7,April,1,Monday,docked_bike,member,117
3,7,April,1,Monday,docked_bike,member,15
4,7,April,1,Monday,docked_bike,member,2
5,7,April,1,Monday,docked_bike,member,1
8,7,April,1,Monday,docked_bike,member,1
11,7,April,1,Monday,docked_bike,member,2
12,7,April,1,Monday,docked_bike,member,2
13,7,April,1,Monday,docked_bike,member,2
19,7,April,1,Monday,docked_bike,member,1
20,7,April,1,Monday,docked_bike,member,1
22,7,April,1,Monday,docked_bike,member,1
25,7,April,1,Monday,docked_bike,member,3
1,7,April,1,Monday,electric_bike,casual,4455
2,7,April,1,Monday,electric_bike,casual,331
3,7,April,1,Monday,electric_bike,casual,43
4,7,April,1,Monday,electric_bike,casual,6
5,7,April,1,Monday,electric_bike,casual,2
8,7,April,1,Monday,electric_bike,casual,4
1,7,April,1,Monday,electric_bike,member,7239
2,7,April,1,Monday,electric_bike,member,89
3,7,April,1,Monday,electric_bike,member,19
4,7,April,1,Monday,electric_bike,member,5
5,7,April,1,Monday,electric_bike,member,4
6,7,April,1,Monday,electric_bike,member,1
8,7,April,1,Monday,electric_bike,member,2
1,7,April,2,Tuesday,docked_bike,casual,12006
2,7,April,2,Tuesday,docked_bike,casual,1620
3,7,April,2,Tuesday,docked_bike,casual,368
4,7,April,2,Tuesday,docked_bike,casual,90
5,7,April,2,Tuesday,docked_bike,casual,18
6,7,April,2,Tuesday,docked_bike,casual,12
7,7,April,2,Tuesday,docked_bike,casual,3
9,7,April,2,Tuesday,docked_bike,casual,2
10,7,April,2,Tuesday,docked_bike,casual,4
11,7,April,2,Tuesday,docked_bike,casual,2
12,7,April,2,Tuesday,docked_bike,casual,10
13,7,April,2,Tuesday,docked_bike,casual,2
14,7,April,2,Tuesday,docked_bike,casual,2
15,7,April,2,Tuesday,docked_bike,casual,4
16,7,April,2,Tuesday,docked_bike,casual,6
17,7,April,2,Tuesday,docked_bike,casual,5
18,7,April,2,Tuesday,docked_bike,casual,2
19,7,April,2,Tuesday,docked_bike,casual,5
20,7,April,2,Tuesday,docked_bike,casual,2
21,7,April,2,Tuesday,docked_bike,casual,5
22,7,April,2,Tuesday,docked_bike,casual,4
23,7,April,2,Tuesday,docked_bike,casual,2
24,7,April,2,Tuesday,docked_bike,casual,4
25,7,April,2,Tuesday,docked_bike,casual,31
1,7,April,2,Tuesday,docked_bike,member,22936
2,7,April,2,Tuesday,docked_bike,member,137
3,7,April,2,Tuesday,docked_bike,member,7
4,7,April,2,Tuesday,docked_bike,member,11
5,7,April,2,Tuesday,docked_bike,member,3
6,7,April,2,Tuesday,docked_bike,member,1
7,7,April,2,Tuesday,docked_bike,member,2
9,7,April,2,Tuesday,docked_bike,member,1
10,7,April,2,Tuesday,docked_bike,member,1
11,7,April,2,Tuesday,docked_bike,member,1
12,7,April,2,Tuesday,docked_bike,member,1
13,7,April,2,Tuesday,docked_bike,member,1
18,7,April,2,Tuesday,docked_bike,member,1
25,7,April,2,Tuesday,docked_bike,member,1
1,7,April,2,Tuesday,electric_bike,casual,5516
2,7,April,2,Tuesday,electric_bike,casual,432
3,7,April,2,Tuesday,electric_bike,casual,43
4,7,April,2,Tuesday,electric_bike,casual,18
5,7,April,2,Tuesday,electric_bike,casual,2
6,7,April,2,Tuesday,electric_bike,casual,1
7,7,April,2,Tuesday,electric_bike,casual,1
8,7,April,2,Tuesday,electric_bike,casual,5
1,7,April,2,Tuesday,electric_bike,member,8309
2,7,April,2,Tuesday,electric_bike,member,104
3,7,April,2,Tuesday,electric_bike,member,22
4,7,April,2,Tuesday,electric_bike,member,8
5,7,April,2,Tuesday,electric_bike,member,4
6,7,April,2,Tuesday,electric_bike,member,1
8,7,April,2,Tuesday,electric_bike,member,1
1,7,April,3,Wednesday,docked_bike,casual,6920
2,7,April,3,Wednesday,docked_bike,casual,806
3,7,April,3,Wednesday,docked_bike,casual,133
4,7,April,3,Wednesday,docked_bike,casual,32
5,7,April,3,Wednesday,docked_bike,casual,7
6,7,April,3,Wednesday,docked_bike,casual,9
7,7,April,3,Wednesday,docked_bike,casual,4
8,7,April,3,Wednesday,docked_bike,casual,3
9,7,April,3,Wednesday,docked_bike,casual,1
10,7,April,3,Wednesday,docked_bike,casual,3
11,7,April,3,Wednesday,docked_bike,casual,2
12,7,April,3,Wednesday,docked_bike,casual,4
13,7,April,3,Wednesday,docked_bike,casual,2
14,7,April,3,Wednesday,docked_bike,casual,2
16,7,April,3,Wednesday,docked_bike,casual,3
17,7,April,3,Wednesday,docked_bike,casual,1
19,7,April,3,Wednesday,docked_bike,casual,1
21,7,April,3,Wednesday,docked_bike,casual,2
22,7,April,3,Wednesday,docked_bike,casual,1
23,7,April,3,Wednesday,docked_bike,casual,1
24,7,April,3,Wednesday,docked_bike,casual,3
25,7,April,3,Wednesday,docked_bike,casual,24
1,7,April,3,Wednesday,docked_bike,member,17698
2,7,April,3,Wednesday,docked_bike,member,69
3,7,April,3,Wednesday,docked_bike,member,11
4,7,April,3,Wednesday,docked_bike,member,3
5,7,April,3,Wednesday,docked_bike,member,2
10,7,April,3,Wednesday,docked_bike,member,2
11,7,April,3,Wednesday,docked_bike,member,1
12,7,April,3,Wednesday,docked_bike,member,2
14,7,April,3,Wednesday,docked_bike,member,1
18,7,April,3,Wednesday,docked_bike,member,1
20,7,April,3,Wednesday,docked_bike,member,1
23,7,April,3,Wednesday,docked_bike,member,1
25,7,April,3,Wednesday,docked_bike,member,4
1,7,April,3,Wednesday,electric_bike,casual,3714
2,7,April,3,Wednesday,electric_bike,casual,174
3,7,April,3,Wednesday,electric_bike,casual,13
4,7,April,3,Wednesday,electric_bike,casual,5
5,7,April,3,Wednesday,electric_bike,casual,1
7,7,April,3,Wednesday,electric_bike,casual,1
8,7,April,3,Wednesday,electric_bike,casual,2
1,7,April,3,Wednesday,electric_bike,member,7193
2,7,April,3,Wednesday,electric_bike,member,69
3,7,April,3,Wednesday,electric_bike,member,12
4,7,April,3,Wednesday,electric_bike,member,6
5,7,April,3,Wednesday,electric_bike,member,4
7,7,April,3,Wednesday,electric_bike,member,2
1,7,April,4,Thursday,docked_bike,casual,6912
2,7,April,4,Thursday,docked_bike,casual,401
3,7,April,4,Thursday,docked_bike,casual,98
4,7,April,4,Thursday,docked_bike,casual,20
5,7,April,4,Thursday,docked_bike,casual,7
6,7,April,4,Thursday,docked_bike,casual,9
7,7,April,4,Thursday,docked_bike,casual,4
8,7,April,4,Thursday,docked_bike,casual,1
9,7,April,4,Thursday,docked_bike,casual,1
10,7,April,4,Thursday,docked_bike,casual,2
11,7,April,4,Thursday,docked_bike,casual,2
12,7,April,4,Thursday,docked_bike,casual,2
13,7,April,4,Thursday,docked_bike,casual,4
14,7,April,4,Thursday,docked_bike,casual,1
15,7,April,4,Thursday,docked_bike,casual,1
16,7,April,4,Thursday,docked_bike,casual,1
17,7,April,4,Thursday,docked_bike,casual,3
18,7,April,4,Thursday,docked_bike,casual,3
19,7,April,4,Thursday,docked_bike,casual,1
20,7,April,4,Thursday,docked_bike,casual,2
22,7,April,4,Thursday,docked_bike,casual,2
25,7,April,4,Thursday,docked_bike,casual,15
1,7,April,4,Thursday,docked_bike,member,18924
2,7,April,4,Thursday,docked_bike,member,68
3,7,April,4,Thursday,docked_bike,member,9
4,7,April,4,Thursday,docked_bike,member,7
5,7,April,4,Thursday,docked_bike,member,3
6,7,April,4,Thursday,docked_bike,member,1
7,7,April,4,Thursday,docked_bike,member,1
8,7,April,4,Thursday,docked_bike,member,1
10,7,April,4,Thursday,docked_bike,member,2
11,7,April,4,Thursday,docked_bike,member,1
12,7,April,4,Thursday,docked_bike,member,2
14,7,April,4,Thursday,docked_bike,member,2
18,7,April,4,Thursday,docked_bike,member,1
19,7,April,4,Thursday,docked_bike,member,1
20,7,April,4,Thursday,docked_bike,member,1
22,7,April,4,Thursday,docked_bike,member,1
24,7,April,4,Thursday,docked_bike,member,1
25,7,April,4,Thursday,docked_bike,member,2
1,7,April,4,Thursday,electric_bike,casual,4618
2,7,April,4,Thursday,electric_bike,casual,146
3,7,April,4,Thursday,electric_bike,casual,15
4,7,April,4,Thursday,electric_bike,casual,2
8,7,April,4,Thursday,electric_bike,casual,5
1,7,April,4,Thursday,electric_bike,member,8692
2,7,April,4,Thursday,electric_bike,member,66
